ENSG0001	gene_1
ENSG0001142	gene_1142
ENSG0001143	gene_1143
ENSG0001144	gene_1144
ENSG0001145	gene_1145
ENSG0001146	MT-1146
ENSG0001147	gene_1147
ENSG0001148	gene_1148
ENSG0001149	gene_1149
ENSG0001150	gene_1150
ENSG0001151	gene_1151
ENSG0001152	gene_1152
ENSG0001153	gene_1153
ENSG0001154	gene_1154
ENSG0001155	gene_1155
ENSG0001156	gene_1156
ENSG0001157	gene_1157
ENSG0001158	gene_1158
ENSG0001159	gene_1159
ENSG0001160	gene_1160
ENSG0001161	gene_1161
ENSG0001162	gene_1162
ENSG0001163	gene_1163
ENSG0001164	gene_1164
ENSG0001165	gene_1165
ENSG0001166	gene_1166
ENSG0001167	MT-1167
ENSG0001168	gene_1168
ENSG0001169	gene_1169
ENSG0001170	gene_1170
ENSG0001171	gene_1171
ENSG0001172	gene_1172
ENSG0001173	gene_1173
ENSG0001174	gene_1174
ENSG0001175	gene_1175
ENSG0001176	gene_1176
ENSG0001177	gene_1177
ENSG0001178	gene_1178
ENSG0001179	gene_1179
ENSG0001180	gene_1180
ENSG0001181	gene_1181
ENSG0001182	gene_1182
ENSG0001183	gene_1183
ENSG0001184	gene_1184
ENSG0001185	gene_1185
ENSG0001186	gene_1186
ENSG0001187	gene_1187
ENSG0001188	gene_1188
ENSG0001189	gene_1189
ENSG0001190	gene_1190
ENSG0001191	gene_1191
ENSG0001192	gene_1192
ENSG0001193	gene_1193
ENSG0001194	MT-1194
ENSG0001195	gene_1195
ENSG0001196	gene_1196
ENSG0001197	gene_1197
ENSG0001198	gene_1198
ENSG0001199	gene_1199
ENSG0001200	gene_1200
ENSG0001201	gene_1201
ENSG0001202	gene_1202
ENSG0001203	gene_1203
ENSG0001204	gene_1204
ENSG0001205	gene_1205
ENSG0001206	gene_1206
ENSG0001207	gene_1207
ENSG0001208	MT-1208
ENSG0001209	gene_1209
ENSG0001210	MT-1210
ENSG0001211	gene_1211
ENSG0001212	gene_1212
ENSG0001213	gene_1213
ENSG0001214	gene_1214
ENSG0001215	gene_1215
ENSG0001216	gene_1216
ENSG0001217	gene_1217
ENSG0001218	gene_1218
ENSG0001219	gene_1219
ENSG0001220	gene_1220
ENSG0001221	gene_1221
ENSG0001222	MT-1222
ENSG0001223	gene_1223
ENSG0001224	gene_1224
ENSG0001225	gene_1225
ENSG0001226	gene_1226
ENSG0001227	gene_1227
ENSG0001228	gene_1228
ENSG0001229	gene_1229
ENSG0001230	gene_1230
ENSG0001231	MT-1231
ENSG0001232	gene_1232
ENSG0001233	MT-1233
ENSG0001234	gene_1234
ENSG0001235	gene_1235
ENSG0001236	gene_1236
ENSG0001237	gene_1237
ENSG0001238	gene_1238
ENSG0001239	gene_1239
ENSG0001240	gene_1240
ENSG0001241	gene_1241
ENSG0001242	gene_1242
ENSG0001243	gene_1243
ENSG0001244	gene_1244
ENSG0001245	MT-1245
ENSG0001246	MT-1246
ENSG0001247	gene_1247
ENSG0001248	gene_1248
ENSG0001249	gene_1249
ENSG0001250	gene_1250
ENSG0001251	gene_1251
ENSG0001252	gene_1252
ENSG0001253	gene_1253
ENSG0001254	gene_1254
ENSG0001255	gene_1255
ENSG0001256	gene_1256
ENSG0001257	gene_1257
ENSG0001258	gene_1258
ENSG0001259	gene_1259
ENSG0001260	gene_1260
ENSG0001261	gene_1261
ENSG0001262	gene_1262
ENSG0001263	gene_1263
ENSG0001264	gene_1264
ENSG0001265	gene_1265
ENSG0001266	gene_1266
ENSG0001267	gene_1267
ENSG0001268	gene_1268
ENSG0001269	gene_1269
ENSG0001270	gene_1270
ENSG0001271	gene_1271
ENSG0001272	gene_1272
ENSG0001273	MT-1273
ENSG0001274	gene_1274
ENSG0001275	gene_1275
ENSG0001276	gene_1276
ENSG0001277	gene_1277
ENSG0001278	gene_1278
ENSG0001279	gene_1279
ENSG0001280	gene_1280
ENSG0001281	gene_1281
ENSG0001282	gene_1282
ENSG0001283	gene_1283
ENSG0001284	gene_1284
ENSG0001285	gene_1285
ENSG0001286	gene_1286
ENSG0001287	gene_1287
ENSG0001288	gene_1288
ENSG0001289	gene_1289
ENSG0001290	gene_1290
ENSG0001291	gene_1291
ENSG0001292	gene_1292
ENSG0001293	gene_1293
ENSG0001294	gene_1294
ENSG0001295	gene_1295
ENSG0001296	gene_1296
ENSG0001297	gene_1297
ENSG0001298	MT-1298
ENSG0001299	gene_1299
ENSG0001300	gene_1300
ENSG0001301	gene_1301
ENSG0001302	gene_1302
ENSG0001303	gene_1303
ENSG0001304	gene_1304
ENSG0001305	gene_1305
ENSG0001306	gene_1306
ENSG0001307	gene_1307
ENSG0001308	gene_1308
ENSG0001309	gene_1309
ENSG0001310	gene_1310
ENSG0001311	gene_1311
ENSG0001312	gene_1312
ENSG0001313	gene_1313
ENSG0001314	gene_1314
ENSG0001315	gene_1315
ENSG0001316	gene_1316
ENSG0001317	gene_1317
ENSG0001318	gene_1318
ENSG0001319	gene_1319
ENSG0001320	gene_1320
ENSG0001321	gene_1321
ENSG0001322	gene_1322
ENSG0001323	gene_1323
ENSG0001324	gene_1324
ENSG0001325	gene_1325
ENSG0001326	gene_1326
ENSG0001327	gene_1327
ENSG0001328	gene_1328
ENSG0001329	gene_1329
ENSG0001330	gene_1330
ENSG0001331	gene_1331
ENSG0001332	gene_1332
ENSG0001333	gene_1333
ENSG0001334	gene_1334
ENSG0001335	gene_1335
ENSG0001336	gene_1336
ENSG0001337	gene_1337
ENSG0001338	gene_1338
ENSG0001339	gene_1339
ENSG0001340	gene_1340
ENSG0001341	gene_1341
ENSG0001342	gene_1342
ENSG0001343	gene_1343
ENSG0001344	gene_1344
ENSG0001345	gene_1345
ENSG0001346	MT-1346
ENSG0001347	gene_1347
ENSG0001348	gene_1348
ENSG0001349	gene_1349
ENSG0001350	gene_1350
ENSG0001351	MT-1351
ENSG0001352	gene_1352
ENSG0001353	gene_1353
ENSG0001354	gene_1354
ENSG0001355	gene_1355
ENSG0001356	gene_1356
ENSG0001357	MT-1357
ENSG0001358	gene_1358
ENSG0001359	gene_1359
ENSG0001360	gene_1360
ENSG0001361	gene_1361
ENSG0001362	gene_1362
ENSG0001363	gene_1363
ENSG0001364	gene_1364
ENSG0001365	gene_1365
ENSG0001366	gene_1366
ENSG0001367	gene_1367
ENSG0001368	gene_1368
ENSG0001369	gene_1369
ENSG0001370	MT-1370
ENSG0001371	gene_1371
ENSG0001372	gene_1372
ENSG0001373	MT-1373
ENSG0001374	gene_1374
ENSG0001375	gene_1375
ENSG0001376	gene_1376
ENSG0001377	gene_1377
ENSG0001378	gene_1378
ENSG0001379	MT-1379
ENSG0001380	MT-1380
ENSG0001381	gene_1381
ENSG0001382	MT-1382
ENSG0001383	gene_1383
ENSG0001384	gene_1384
ENSG0001385	gene_1385
ENSG0001386	gene_1386
ENSG0001387	MT-1387
ENSG0001388	gene_1388
ENSG0001389	gene_1389
ENSG0001390	gene_1390
ENSG0001391	gene_1391
ENSG0001392	MT-1392
ENSG0001393	gene_1393
ENSG0001394	gene_1394
ENSG0001395	gene_1395
ENSG0001396	gene_1396
ENSG0001397	gene_1397
ENSG0001398	gene_1398
ENSG0001399	gene_1399
ENSG0001400	gene_1400
ENSG0001401	gene_1401
ENSG0001402	gene_1402
ENSG0001403	gene_1403
ENSG0001404	gene_1404
ENSG0001405	gene_1405
ENSG0001406	gene_1406
ENSG0001407	gene_1407
ENSG0001408	gene_1408
ENSG0001409	gene_1409
ENSG0001410	gene_1410
ENSG0001411	gene_1411
ENSG0001412	gene_1412
ENSG0001413	gene_1413
ENSG0001414	gene_1414
ENSG0001415	gene_1415
ENSG0001416	gene_1416
ENSG0001417	gene_1417
ENSG0001418	gene_1418
ENSG0001419	gene_1419
ENSG0001420	gene_1420
ENSG0001421	gene_1421
ENSG0001422	gene_1422
ENSG0001423	gene_1423
ENSG0001424	gene_1424
ENSG0001425	gene_1425
ENSG0001426	gene_1426
ENSG0001427	gene_1427
ENSG0001428	gene_1428
ENSG0001429	gene_1429
ENSG0001430	gene_1430
ENSG0001431	gene_1431
ENSG0001432	gene_1432
ENSG0001433	MT-1433
ENSG0001434	gene_1434
ENSG0001435	MT-1435
ENSG0001436	gene_1436
ENSG0001437	gene_1437
ENSG0001438	gene_1438
ENSG0001439	MT-1439
ENSG0001440	MT-1440
ENSG0001441	gene_1441
ENSG0001442	gene_1442
ENSG0001443	gene_1443
ENSG0001444	gene_1444
ENSG0001445	MT-1445
ENSG0001446	gene_1446
ENSG0001447	gene_1447
ENSG0001448	gene_1448
ENSG0001449	gene_1449
ENSG0001450	gene_1450
ENSG0001451	gene_1451
ENSG0001452	gene_1452
ENSG0001453	gene_1453
ENSG0001454	gene_1454
ENSG0001455	gene_1455
ENSG0001456	gene_1456
ENSG0001457	MT-1457
ENSG0001458	MT-1458
ENSG0001459	gene_1459
ENSG0001460	gene_1460
ENSG0001461	gene_1461
ENSG0001462	gene_1462
ENSG0001463	gene_1463
ENSG0001464	gene_1464
ENSG0001465	gene_1465
ENSG0001466	gene_1466
ENSG0001467	MT-1467
ENSG0001468	MT-1468
ENSG0001469	gene_1469
ENSG0001470	gene_1470
ENSG0001471	gene_1471
ENSG0001472	gene_1472
ENSG0001473	gene_1473
ENSG0001474	gene_1474
ENSG0001475	gene_1475
ENSG0001476	gene_1476
ENSG0001477	MT-1477
ENSG0001478	MT-1478
ENSG0001479	gene_1479
ENSG0001480	gene_1480
ENSG0001481	MT-1481
ENSG0001482	gene_1482
ENSG0001483	gene_1483
ENSG0001484	gene_1484
ENSG0001485	gene_1485
ENSG0001486	gene_1486
ENSG0001487	gene_1487
ENSG0001488	gene_1488
ENSG0001489	gene_1489
ENSG0001490	gene_1490
ENSG0001491	gene_1491
ENSG0001492	MT-1492
ENSG0001493	gene_1493
ENSG0001494	gene_1494
ENSG0001495	gene_1495
ENSG0001496	gene_1496
ENSG0001497	gene_1497
ENSG0001498	gene_1498
ENSG0001499	gene_1499
ENSG0001500	MT-1500
ENSG0001501	gene_1501
ENSG0001502	gene_1502
ENSG0001503	gene_1503
ENSG0001504	gene_1504
ENSG0001505	gene_1505
ENSG0001506	gene_1506
ENSG0001507	gene_1507
ENSG0001508	gene_1508
ENSG0001509	gene_1509
ENSG0001510	gene_1510
ENSG0001511	gene_1511
ENSG0001512	gene_1512
ENSG0001513	gene_1513
ENSG0001514	gene_1514
ENSG0001515	gene_1515
ENSG0001516	gene_1516
ENSG0001517	gene_1517
ENSG0001518	gene_1518
ENSG0001519	MT-1519
ENSG0001520	gene_1520
ENSG0001521	gene_1521
ENSG0001522	gene_1522
ENSG0001523	gene_1523
ENSG0001524	gene_1524
ENSG0001525	gene_1525
ENSG0001526	gene_1526
ENSG0001527	gene_1527
ENSG0001528	MT-1528
ENSG0001529	gene_1529
ENSG0001530	gene_1530
ENSG0001531	gene_1531
ENSG0001532	gene_1532
ENSG0001533	MT-1533
ENSG0001534	gene_1534
ENSG0001535	gene_1535
ENSG0001536	gene_1536
ENSG0001537	gene_1537
ENSG0001538	gene_1538
ENSG0001539	gene_1539
ENSG0001540	gene_1540
ENSG0001541	MT-1541
ENSG0001542	gene_1542
ENSG0001543	gene_1543
ENSG0001544	gene_1544
ENSG0001545	gene_1545
ENSG0001546	gene_1546
ENSG0001547	gene_1547
ENSG0001548	gene_1548
ENSG0001549	gene_1549
ENSG0001550	gene_1550
ENSG0001551	gene_1551
ENSG0001552	gene_1552
ENSG0001553	gene_1553
ENSG0001554	gene_1554
ENSG0001555	gene_1555
ENSG0001556	gene_1556
ENSG0001557	gene_1557
ENSG0001558	gene_1558
ENSG0001559	gene_1559
ENSG0001560	gene_1560
ENSG0001561	gene_1561
ENSG0001562	gene_1562
ENSG0001563	MT-1563
ENSG0001564	gene_1564
ENSG0001565	MT-1565
ENSG0001566	gene_1566
ENSG0001567	gene_1567
ENSG0001568	gene_1568
ENSG0001569	gene_1569
ENSG0001570	gene_1570
ENSG0001571	gene_1571
ENSG0001572	MT-1572
ENSG0001573	gene_1573
ENSG0001574	gene_1574
ENSG0001575	gene_1575
ENSG0001576	gene_1576
ENSG0001577	MT-1577
ENSG0001578	gene_1578
ENSG0001579	gene_1579
ENSG0001580	gene_1580
ENSG0001581	gene_1581
ENSG0001582	gene_1582
ENSG0001583	gene_1583
ENSG0001584	gene_1584
ENSG0001585	gene_1585
ENSG0001586	gene_1586
ENSG0001587	gene_1587
ENSG0001588	gene_1588
ENSG0001589	gene_1589
ENSG0001590	gene_1590
ENSG0001591	gene_1591
ENSG0001592	gene_1592
ENSG0001593	gene_1593
ENSG0001594	gene_1594
ENSG0001595	gene_1595
ENSG0001596	gene_1596
ENSG0001597	gene_1597
ENSG0001598	gene_1598
ENSG0001599	gene_1599
ENSG0001600	gene_1600
ENSG0001601	gene_1601
ENSG0001602	gene_1602
ENSG0001603	gene_1603
ENSG0001604	gene_1604
ENSG0001605	gene_1605
ENSG0001606	gene_1606
ENSG0001607	gene_1607
ENSG0001608	MT-1608
ENSG0001609	gene_1609
ENSG0001610	gene_1610
ENSG0001611	gene_1611
ENSG0001612	gene_1612
ENSG0001613	gene_1613
ENSG0001614	gene_1614
ENSG0001615	gene_1615
ENSG0001616	gene_1616
ENSG0001617	gene_1617
ENSG0001618	gene_1618
ENSG0001619	gene_1619
ENSG0001620	gene_1620
ENSG0001621	gene_1621
ENSG0001622	gene_1622
ENSG0001623	gene_1623
ENSG0001624	gene_1624
ENSG0001625	gene_1625
ENSG0001626	gene_1626
ENSG0001627	gene_1627
ENSG0001628	gene_1628
ENSG0001629	gene_1629
ENSG0001630	gene_1630
ENSG0001631	MT-1631
ENSG0001632	gene_1632
ENSG0001633	gene_1633
ENSG0001634	gene_1634
ENSG0001635	gene_1635
ENSG0001636	MT-1636
ENSG0001637	gene_1637
ENSG0001638	gene_1638
ENSG0001639	gene_1639
ENSG0001640	gene_1640
ENSG0001641	gene_1641
ENSG0001642	gene_1642
ENSG0001643	gene_1643
ENSG0001644	gene_1644
ENSG0001645	gene_1645
ENSG0001646	gene_1646
ENSG0001647	gene_1647
ENSG0001648	gene_1648
ENSG0001649	MT-1649
ENSG0001650	gene_1650
ENSG0001651	gene_1651
ENSG0001652	MT-1652
ENSG0001653	gene_1653
ENSG0001654	gene_1654
ENSG0001655	gene_1655
ENSG0001656	gene_1656
ENSG0001657	gene_1657
ENSG0001658	gene_1658
ENSG0001659	gene_1659
ENSG0001660	gene_1660
ENSG0001661	gene_1661
ENSG0001662	gene_1662
ENSG0001663	gene_1663
ENSG0001664	gene_1664
ENSG0001665	gene_1665
ENSG0001666	gene_1666
ENSG0001667	MT-1667
ENSG0001668	gene_1668
ENSG0001669	gene_1669
ENSG0001670	gene_1670
ENSG0001671	gene_1671
ENSG0001672	MT-1672
ENSG0001673	MT-1673
ENSG0001674	gene_1674
ENSG0001675	gene_1675
ENSG0001676	gene_1676
ENSG0001677	gene_1677
ENSG0001678	gene_1678
ENSG0001679	gene_1679
ENSG0001680	gene_1680
ENSG0001681	gene_1681
ENSG0001682	gene_1682
ENSG0001683	gene_1683
ENSG0001684	gene_1684
ENSG0001685	MT-1685
ENSG0001686	gene_1686
ENSG0001687	gene_1687
ENSG0001688	gene_1688
ENSG0001689	gene_1689
ENSG0001690	gene_1690
ENSG0001691	gene_1691
ENSG0001692	gene_1692
ENSG0001693	gene_1693
ENSG0001694	gene_1694
ENSG0001695	gene_1695
ENSG0001696	gene_1696
ENSG0001697	MT-1697
ENSG0001698	gene_1698
ENSG0001699	gene_1699
ENSG0001700	gene_1700
ENSG0001701	gene_1701
ENSG0001702	gene_1702
ENSG0001703	gene_1703
ENSG0001704	gene_1704
ENSG0001705	gene_1705
ENSG0001706	gene_1706
ENSG0001707	gene_1707
ENSG0001708	gene_1708
ENSG0001709	gene_1709
ENSG0001710	gene_1710
ENSG0001711	gene_1711
ENSG0001712	gene_1712
ENSG0001713	gene_1713
ENSG0001714	gene_1714
ENSG0001715	gene_1715
ENSG0001716	gene_1716
ENSG0001717	gene_1717
ENSG0001718	gene_1718
ENSG0001719	gene_1719
ENSG0001720	gene_1720
ENSG0001721	MT-1721
ENSG0001722	gene_1722
ENSG0001723	gene_1723
ENSG0001724	gene_1724
ENSG0001725	gene_1725
ENSG0001726	gene_1726
ENSG0001727	gene_1727
ENSG0001728	gene_1728
ENSG0001729	gene_1729
ENSG0001730	gene_1730
ENSG0001731	gene_1731
ENSG0001732	gene_1732
ENSG0001733	gene_1733
ENSG0001734	gene_1734
ENSG0001735	MT-1735
ENSG0001736	gene_1736
ENSG0001737	MT-1737
ENSG0001738	gene_1738
ENSG0001739	gene_1739
ENSG0001740	gene_1740
ENSG0001741	gene_1741
ENSG0001742	gene_1742
ENSG0001743	gene_1743
ENSG0001744	gene_1744
ENSG0001745	gene_1745
ENSG0001746	MT-1746
ENSG0001747	gene_1747
ENSG0001748	gene_1748
ENSG0001749	gene_1749
ENSG0001750	gene_1750
ENSG0001751	gene_1751
ENSG0001752	gene_1752
ENSG0001753	MT-1753
ENSG0001754	gene_1754
ENSG0001755	gene_1755
ENSG0001756	gene_1756
ENSG0001757	gene_1757
ENSG0001758	gene_1758
ENSG0001759	gene_1759
ENSG0001760	gene_1760
ENSG0001761	gene_1761
ENSG0001762	gene_1762
ENSG0001763	MT-1763
ENSG0001764	gene_1764
ENSG0001765	gene_1765
ENSG0001766	gene_1766
ENSG0001767	gene_1767
ENSG0001768	gene_1768
ENSG0001769	gene_1769
ENSG0001770	MT-1770
ENSG0001771	gene_1771
ENSG0001772	gene_1772
ENSG0001773	gene_1773
ENSG0001774	gene_1774
ENSG0001775	gene_1775
ENSG0001776	MT-1776
ENSG0001777	gene_1777
ENSG0001778	gene_1778
ENSG0001779	gene_1779
ENSG0001780	gene_1780
ENSG0001781	gene_1781
ENSG0001782	gene_1782
ENSG0001783	gene_1783
ENSG0001784	MT-1784
ENSG0001785	gene_1785
ENSG0001786	gene_1786
ENSG0001787	gene_1787
ENSG0001788	gene_1788
ENSG0001789	MT-1789
ENSG0001790	gene_1790
ENSG0001791	gene_1791
ENSG0001792	gene_1792
ENSG0001793	gene_1793
ENSG0001794	MT-1794
ENSG0001795	gene_1795
ENSG0001796	gene_1796
ENSG0001797	gene_1797
ENSG0001798	gene_1798
ENSG0001799	gene_1799
ENSG0001800	MT-1800
ENSG0001801	gene_1801
ENSG0001802	gene_1802
ENSG0001803	MT-1803
ENSG0001804	gene_1804
ENSG0001805	gene_1805
ENSG0001806	gene_1806
ENSG0001807	gene_1807
ENSG0001808	gene_1808
ENSG0001809	gene_1809
ENSG0001810	MT-1810
ENSG0001811	gene_1811
ENSG0001812	gene_1812
ENSG0001813	MT-1813
ENSG0001814	gene_1814
ENSG0001815	gene_1815
ENSG0001816	gene_1816
ENSG0001817	MT-1817
ENSG0001818	gene_1818
ENSG0001819	gene_1819
ENSG0001820	gene_1820
ENSG0001821	gene_1821
ENSG0001822	gene_1822
ENSG0001823	gene_1823
ENSG0001824	gene_1824
ENSG0001825	gene_1825
ENSG0001826	MT-1826
ENSG0001827	gene_1827
ENSG0001828	gene_1828
ENSG0001829	gene_1829
ENSG0001830	gene_1830
ENSG0001831	gene_1831
ENSG0001832	gene_1832
ENSG0001833	gene_1833
ENSG0001834	gene_1834
ENSG0001835	MT-1835
ENSG0001836	gene_1836
ENSG0001837	MT-1837
ENSG0001838	gene_1838
ENSG0001839	gene_1839
ENSG0001840	MT-1840
ENSG0001841	gene_1841
ENSG0001842	gene_1842
ENSG0001843	gene_1843
ENSG0001844	gene_1844
ENSG0001845	gene_1845
ENSG0001846	MT-1846
ENSG0001847	gene_1847
ENSG0001848	gene_1848
ENSG0001849	gene_1849
ENSG0001850	MT-1850
ENSG0001851	gene_1851
ENSG0001852	gene_1852
ENSG0001853	gene_1853
ENSG0001854	gene_1854
ENSG0001855	gene_1855
ENSG0001856	gene_1856
ENSG0001857	gene_1857
ENSG0001858	gene_1858
ENSG0001859	gene_1859
ENSG0001860	MT-1860
ENSG0001861	gene_1861
ENSG0001862	gene_1862
ENSG0001863	MT-1863
ENSG0001864	gene_1864
ENSG0001865	gene_1865
ENSG0001866	gene_1866
ENSG0001867	gene_1867
ENSG0001868	gene_1868
ENSG0001869	gene_1869
ENSG0001870	gene_1870
ENSG0001871	gene_1871
ENSG0001872	gene_1872
ENSG0001873	gene_1873
ENSG0001874	gene_1874
ENSG0001875	gene_1875
ENSG0001876	gene_1876
ENSG0001877	gene_1877
ENSG0001878	MT-1878
ENSG0001879	gene_1879
ENSG0001880	gene_1880
ENSG0001881	gene_1881
ENSG0001882	gene_1882
ENSG0001883	MT-1883
ENSG0001884	gene_1884
ENSG0001885	gene_1885
ENSG0001886	gene_1886
ENSG0001887	gene_1887
ENSG0001888	gene_1888
ENSG0001889	gene_1889
ENSG0001890	gene_1890
ENSG0001891	MT-1891
ENSG0001892	gene_1892
ENSG0001893	gene_1893
ENSG0001894	gene_1894
ENSG0001895	gene_1895
ENSG0001896	gene_1896
ENSG0001897	MT-1897
ENSG0001898	gene_1898
ENSG0001899	gene_1899
ENSG0001900	gene_1900
ENSG0001901	gene_1901
ENSG0001902	gene_1902
ENSG0001903	gene_1903
ENSG0001904	gene_1904
ENSG0001905	gene_1905
ENSG0001906	gene_1906
ENSG0001907	gene_1907
ENSG0001908	gene_1908
ENSG0001909	gene_1909
ENSG0001910	gene_1910
ENSG0001911	gene_1911
ENSG0001912	MT-1912
ENSG0001913	gene_1913
ENSG0001914	gene_1914
ENSG0001915	gene_1915
ENSG0001916	gene_1916
ENSG0001917	gene_1917
ENSG0001918	gene_1918
ENSG0001919	gene_1919
ENSG0001920	gene_1920
ENSG0001921	gene_1921
ENSG0001922	gene_1922
ENSG0001923	gene_1923
ENSG0001924	gene_1924
ENSG0001925	MT-1925
ENSG0001926	gene_1926
ENSG0001927	gene_1927
ENSG0001928	gene_1928
ENSG0001929	gene_1929
ENSG0001930	gene_1930
ENSG0001931	gene_1931
ENSG0001932	gene_1932
ENSG0001933	gene_1933
ENSG0001934	MT-1934
ENSG0001935	MT-1935
ENSG0001936	gene_1936
ENSG0001937	gene_1937
ENSG0001938	gene_1938
ENSG0001939	gene_1939
ENSG0001940	gene_1940
ENSG0001941	gene_1941
ENSG0001942	gene_1942
ENSG0001943	gene_1943
ENSG0001944	gene_1944
ENSG0001945	gene_1945
ENSG0001946	gene_1946
ENSG0001947	gene_1947
ENSG0001948	gene_1948
ENSG0001949	gene_1949
ENSG0001950	gene_1950
ENSG0001951	gene_1951
ENSG0001952	gene_1952
ENSG0001953	gene_1953
ENSG0001954	gene_1954
ENSG0001955	MT-1955
ENSG0001956	gene_1956
ENSG0001957	gene_1957
ENSG0001958	gene_1958
ENSG0001959	gene_1959
ENSG0001960	gene_1960
ENSG0001961	gene_1961
ENSG0001962	gene_1962
ENSG0001963	gene_1963
ENSG0001964	MT-1964
ENSG0001965	gene_1965
ENSG0001966	gene_1966
ENSG0001967	gene_1967
ENSG0001968	gene_1968
ENSG0001969	gene_1969
ENSG0001970	gene_1970
ENSG0001971	gene_1971
ENSG0001972	gene_1972
ENSG0001973	gene_1973
ENSG0001974	gene_1974
ENSG0001975	gene_1975
ENSG0001976	gene_1976
ENSG0001977	gene_1977
ENSG0001978	gene_1978
ENSG0001979	gene_1979
ENSG0001980	gene_1980
ENSG0001981	gene_1981
ENSG0001982	gene_1982
ENSG0001983	gene_1983
ENSG0001984	gene_1984
ENSG0001985	gene_1985
ENSG0001986	MT-1986
ENSG0001987	MT-1987
ENSG0001988	gene_1988
ENSG0001989	gene_1989
ENSG0001990	gene_1990
ENSG0001991	gene_1991
ENSG0001992	gene_1992
ENSG0001993	gene_1993
ENSG0001994	gene_1994
ENSG0001995	MT-1995
ENSG0001996	gene_1996
ENSG0001997	gene_1997
ENSG0001998	gene_1998
ENSG0001999	gene_1999
ENSG0002000	gene_2000
ENSG0002001	gene_2001
ENSG0002002	gene_2002
ENSG0002003	gene_2003
ENSG0002004	gene_2004
ENSG0002005	gene_2005
ENSG0002006	gene_2006
ENSG0002007	gene_2007
ENSG0002008	gene_2008
ENSG0002009	gene_2009
ENSG0002010	gene_2010
ENSG0002011	gene_2011
ENSG0002012	gene_2012
ENSG0002013	gene_2013
ENSG0002014	gene_2014
ENSG0002015	gene_2015
ENSG0002016	gene_2016
ENSG0002017	gene_2017
ENSG0002018	gene_2018
ENSG0002019	gene_2019
ENSG0002020	gene_2020
ENSG0002021	gene_2021
ENSG0002022	gene_2022
ENSG0002023	gene_2023
ENSG0002024	gene_2024
ENSG0002025	gene_2025
ENSG0002026	gene_2026
ENSG0002027	gene_2027
ENSG0002028	gene_2028
ENSG0002029	gene_2029
ENSG0002030	MT-2030
ENSG0002031	gene_2031
ENSG0002032	gene_2032
ENSG0002033	gene_2033
ENSG0002034	gene_2034
ENSG0002035	gene_2035
ENSG0002036	gene_2036
ENSG0002037	MT-2037
ENSG0002038	gene_2038
ENSG0002039	gene_2039
ENSG0002040	gene_2040
ENSG0002041	gene_2041
ENSG0002042	gene_2042
ENSG0002043	gene_2043
ENSG0002044	gene_2044
ENSG0002045	gene_2045
ENSG0002046	gene_2046
ENSG0002047	gene_2047
ENSG0002048	gene_2048
ENSG0002049	gene_2049
ENSG0002050	gene_2050
ENSG0002051	gene_2051
ENSG0002052	gene_2052
ENSG0002053	gene_2053
ENSG0002054	MT-2054
ENSG0002055	gene_2055
ENSG0002056	gene_2056
ENSG0002057	gene_2057
ENSG0002058	gene_2058
ENSG0002059	gene_2059
ENSG0002060	gene_2060
ENSG0002061	gene_2061
ENSG0002062	gene_2062
ENSG0002063	MT-2063
ENSG0002064	gene_2064
ENSG0002065	gene_2065
ENSG0002066	gene_2066
ENSG0002067	gene_2067
ENSG0002068	gene_2068
ENSG0002069	gene_2069
ENSG0002070	gene_2070
ENSG0002071	gene_2071
ENSG0002072	gene_2072
ENSG0002073	gene_2073
ENSG0002074	gene_2074
ENSG0002075	gene_2075
ENSG0002076	gene_2076
ENSG0002077	gene_2077
ENSG0002078	gene_2078
ENSG0002079	gene_2079
ENSG0002080	gene_2080
ENSG0002081	gene_2081
ENSG0002082	gene_2082
ENSG0002083	gene_2083
ENSG0002084	gene_2084
ENSG0002085	gene_2085
ENSG0002086	gene_2086
ENSG0002087	MT-2087
ENSG0002088	gene_2088
ENSG0002089	gene_2089
ENSG0002090	gene_2090
ENSG0002091	gene_2091
ENSG0002092	gene_2092
ENSG0002093	gene_2093
ENSG0002094	gene_2094
ENSG0002095	gene_2095
ENSG0002096	gene_2096
ENSG0002097	gene_2097
ENSG0002098	gene_2098
ENSG0002099	gene_2099
ENSG0002100	gene_2100
ENSG0002101	gene_2101
ENSG0002102	MT-2102
ENSG0002103	gene_2103
ENSG0002104	MT-2104
ENSG0002105	gene_2105
ENSG0002106	gene_2106
ENSG0002107	gene_2107
ENSG0002108	gene_2108
ENSG0002109	gene_2109
ENSG0002110	MT-2110
ENSG0002111	gene_2111
ENSG0002112	gene_2112
ENSG0002113	gene_2113
ENSG0002114	gene_2114
ENSG0002115	gene_2115
ENSG0002116	gene_2116
ENSG0002117	gene_2117
ENSG0002118	MT-2118
ENSG0002119	gene_2119
ENSG0002120	gene_2120
ENSG0002121	gene_2121
ENSG0002122	gene_2122
ENSG0002123	gene_2123
ENSG0002124	gene_2124
ENSG0002125	gene_2125
ENSG0002126	gene_2126
ENSG0002127	MT-2127
ENSG0002128	gene_2128
ENSG0002129	gene_2129
ENSG0002130	gene_2130
ENSG0002131	gene_2131
ENSG0002132	gene_2132
ENSG0002133	MT-2133
ENSG0002134	gene_2134
ENSG0002135	gene_2135
ENSG0002136	gene_2136
ENSG0002137	MT-2137
ENSG0002138	MT-2138
ENSG0002139	gene_2139
ENSG0002140	gene_2140
